,Player,Nation,Team,Comp,Pos,90s,Age,Ast,G+A,G-PK,G/Sh,G/SoT,Gls/90,Int/90,MP,Min,PK,PKatt,PKm,Sh/90,SoT%,SoT/90,Starts,Subs,TklW/90,unSub,Gls,Int,Sh,SoT
7648,Erik Prekop,Slovakia,Baník Ostrava,cz Czech First League,FW,26.7,26.0,0.1,0.4,0.3,0.12,0.36,0.3,0.0,32.0,2402.0,0.0,0.0,0.0,2.6,31.9,0.8,28.0,4.0,0.3,0.0,0.3,0.0,2.6,0.8
7649,Gergely Mim,Hungary,Zalaegerszeg,hu NB I,MFDF,26.7,25.0,0.2,0.5,0.3,0.16,0.42,0.3,1.0,28.0,2407.0,0.0,0.0,0.0,1.8,38.8,0.7,27.0,1.0,0.8,0.0,0.3,1.0,1.8,0.7
7650,Georgios Charalampoglou,Greece,Jong Utrecht,nl Eerste Divisie,FW,16.7,19.0,0.1,0.4,0.3,0.13,0.29,0.3,0.1,31.0,1505.0,0.0,0.1,0.1,2.3,44.7,1.0,20.0,11.0,0.1,7.0,0.3,0.1,2.3,1.0
7651,Morgan Guilavogui,Guinea,St Pauli,de Bundesliga,FWMF,20.1,26.0,0.1,0.4,0.3,0.15,0.4,0.3,0.6,25.0,1807.0,0.0,0.0,0.0,2.0,36.6,0.7,21.0,4.0,0.9,0.0,0.3,0.6,2.0,0.7
7652,Layee Kromah,Netherlands,2 Teams,2 Comps,MFFW,10.0,21.0,0.1,0.4,0.3,0.13,0.3,0.3,0.3,14.0,904.0,0.0,0.0,0.0,2.3,43.5,1.0,10.0,4.0,0.4,2.0,0.3,0.3,2.3,1.0
7653,Radja Nainggolan,Belgium,Lokeren-Temse,be Challenger Pro League,MF,10.1,36.0,0.2,0.5,0.2,0.09,0.25,0.3,0.4,11.0,905.0,0.1,0.1,0.0,2.3,34.8,0.8,10.0,1.0,2.1,0.0,0.3,0.4,2.3,0.8
7654,Abel Stensrud,Norway,Oss,nl Eerste Divisie,FW,13.4,22.0,0.0,0.3,0.3,0.14,0.33,0.3,0.1,22.0,1208.0,0.0,0.1,0.1,2.1,42.9,0.9,16.0,6.0,0.2,1.0,0.3,0.1,2.1,0.9
7655,Marko Kvasina,Austria,Slovácko,cz Czech First League,FW,10.1,27.0,0.0,0.3,0.3,0.15,0.38,0.3,0.3,21.0,906.0,0.0,0.0,0.0,2.0,40.0,0.8,7.0,14.0,0.9,7.0,0.3,0.3,2.0,0.8
7656,Qendrim Zyba,Kosovo,Slovan Liberec,cz Czech First League,MF,10.1,23.0,0.4,0.7,0.2,0.1,0.29,0.3,0.8,20.0,909.0,0.1,0.1,0.0,2.1,33.3,0.7,7.0,13.0,1.3,3.0,0.3,0.8,2.1,0.7
7657,Aleksandar Pejović,Serbia,Mladost Lučani,rs Serbian SuperLiga,MF,33.7,33.0,0.1,0.4,0.1,0.1,0.15,0.3,0.7,34.0,3030.0,0.2,0.3,0.0,0.6,61.9,0.4,34.0,0.0,0.8,0.0,0.3,0.7,0.6,0.4
7658,Gabriel Airton de Souza,Brazil,Moreirense,pt Primeira Liga,MF,10.1,28.0,0.1,0.4,0.3,0.18,0.6,0.3,0.3,18.0,910.0,0.0,0.0,0.0,1.7,29.4,0.5,8.0,10.0,1.0,0.0,0.3,0.3,1.7,0.5
7659,Dmytro Pospielov,Ukraine,Unirea Slobozia,ro Liga I,DF,27.0,32.0,0.0,0.3,0.2,0.25,0.5,0.3,1.5,27.0,2430.0,0.1,0.1,0.0,0.9,50.0,0.4,27.0,0.0,0.6,1.0,0.3,1.5,0.9,0.4
7660,Ngoanamello Rammala,South Africa,Sekhukhune United FC,za South African Premiership,MFFW,10.1,24.0,0.1,0.4,0.3,0.16,0.38,0.3,0.5,17.0,912.0,0.0,0.0,0.0,1.9,42.1,0.8,9.0,8.0,1.5,3.0,0.3,0.5,1.9,0.8
7661,József Windecker,Hungary,Paks,hu NB I,MFFW,20.3,31.0,0.2,0.5,0.2,0.14,0.44,0.3,0.9,25.0,1824.0,0.1,0.1,0.0,1.4,32.1,0.4,19.0,6.0,1.6,0.0,0.3,0.9,1.4,0.4
7662,Miloš Vulić,Serbia,TSC,rs Serbian SuperLiga,MF,13.5,27.0,0.1,0.4,0.1,0.1,0.25,0.3,0.1,25.0,1217.0,0.2,0.2,0.0,0.7,40.0,0.3,13.0,12.0,0.1,3.0,0.3,0.1,0.7,0.3
7663,Asmir Suljić,Bosnia and Herzegovina,Punjab,in Indian Super League,MFFW,13.5,32.0,0.3,0.6,0.2,0.15,0.3,0.3,0.7,23.0,1219.0,0.1,0.1,0.0,1.5,50.0,0.7,13.0,10.0,1.3,0.0,0.3,0.7,1.5,0.7
7664,Jayden Wareham,England,Reading,eng League One,FW,17.0,21.0,0.1,0.4,0.3,0.15,0.42,0.3,0.4,37.0,1526.0,0.0,0.0,0.0,1.9,36.4,0.7,15.0,22.0,1.3,9.0,0.3,0.4,1.9,0.7
7665,Famara Diedhiou,Senegal,Clermont Foot,fr Ligue 2,FW,13.6,31.0,0.1,0.4,0.2,0.13,0.27,0.3,0.2,23.0,1221.0,0.1,0.1,0.0,1.8,45.8,0.8,13.0,10.0,0.5,0.0,0.3,0.2,1.8,0.8
7666,Mikel Gogorza,Denmark,Midtjylland,dk Danish Superliga,MFFW,10.2,17.0,0.3,0.6,0.3,0.19,0.38,0.3,0.3,21.0,916.0,0.0,0.0,0.0,1.6,50.0,0.8,11.0,10.0,0.6,4.0,0.3,0.3,1.6,0.8
7667,Marian Chică-Roșă,Romania,Botoșani,ro Liga I,FW,23.8,25.0,0.1,0.4,0.3,0.13,0.44,0.3,0.1,34.0,2139.0,0.0,0.0,0.0,2.3,29.6,0.7,27.0,7.0,0.9,3.0,0.3,0.1,2.3,0.7
7668,Christian Saile,,2 Teams,za South African Premiership,MF,13.6,24.0,0.0,0.3,0.3,0.12,0.36,0.3,0.3,21.0,1227.0,0.0,0.0,0.0,2.4,33.3,0.8,16.0,5.0,0.7,2.0,0.3,0.3,2.4,0.8
7669,Breel Embolo,Switzerland,Monaco,fr Ligue 1,FWMF,20.5,27.0,0.2,0.5,0.3,0.12,0.32,0.3,0.2,29.0,1841.0,0.0,0.0,0.0,2.4,38.0,0.9,19.0,10.0,0.8,5.0,0.3,0.2,2.4,0.9
7670,Lukas Brambilla,Brazil,Chennaiyin,in Indian Super League,MFFW,13.6,29.0,0.3,0.6,0.2,0.06,0.18,0.3,1.0,21.0,1228.0,0.1,0.1,0.0,3.5,35.4,1.2,13.0,8.0,1.6,1.0,0.3,1.0,3.5,1.2
7671,Renzo López,Uruguay,Al-Fayha,sa Saudi Pro League,FW,27.3,30.0,0.0,0.3,0.3,0.11,0.27,0.3,0.1,29.0,2456.0,0.0,0.0,0.0,2.7,40.0,1.1,29.0,0.0,0.5,1.0,0.3,0.1,2.7,1.1
7672,Christopher Nkunku,France,Chelsea,eng Premier League,MFFW,10.2,26.0,0.2,0.5,0.3,0.12,0.25,0.3,0.7,27.0,921.0,0.0,0.0,0.0,2.4,48.0,1.2,9.0,18.0,0.8,6.0,0.3,0.7,2.4,1.2
7673,Rico Richards,England,Port Vale,eng League Two,MFFW,10.3,20.0,0.3,0.6,0.3,0.13,0.33,0.3,0.6,27.0,923.0,0.0,0.0,0.0,2.3,37.5,0.9,8.0,19.0,1.6,10.0,0.3,0.6,2.3,0.9
7674,Dawid Kurminowski,Poland,Zagłębie Lubin,pl Ekstraklasa,FW,13.7,25.0,0.0,0.3,0.2,0.1,0.21,0.3,0.4,23.0,1231.0,0.1,0.1,0.0,2.3,45.2,1.0,17.0,6.0,0.6,0.0,0.3,0.4,2.3,1.0
7675,Adonis Preciado,Ecuador,Querétaro,mx Liga MX,MFFW,13.7,27.0,0.1,0.4,0.3,0.22,0.5,0.3,0.3,15.0,1232.0,0.0,0.0,0.0,1.3,44.4,0.6,14.0,1.0,1.0,0.0,0.3,0.3,1.3,0.6
7676,Márton Eppel,Hungary,Nyíregyháza,hu NB I,FW,13.7,32.0,0.0,0.3,0.2,0.15,0.38,0.3,0.1,26.0,1233.0,0.1,0.1,0.0,1.5,40.0,0.6,14.0,12.0,0.4,7.0,0.3,0.1,1.5,0.6
7677,Vitor Roque,Brazil,Real Betis,es La Liga,FW,13.7,19.0,0.0,0.3,0.3,0.1,0.21,0.3,0.5,22.0,1235.0,0.0,0.0,0.0,3.0,46.3,1.4,14.0,8.0,0.4,0.0,0.3,0.5,3.0,1.4
7678,Abdoulaye Cissé,Guinea,Novi Pazar,rs Serbian SuperLiga,MF,10.3,29.0,0.0,0.3,0.3,0.43,0.5,0.3,0.3,12.0,927.0,0.0,0.0,0.0,0.7,85.7,0.6,11.0,1.0,0.2,0.0,0.3,0.3,0.7,0.6
7679,Ilias Alhaft,Netherlands,Cambuur,nl Eerste Divisie,FWMF,10.3,27.0,0.1,0.4,0.3,0.09,0.3,0.3,0.6,25.0,927.0,0.0,0.0,0.0,3.2,30.3,1.0,10.0,15.0,1.7,6.0,0.3,0.6,3.2,1.0
7680,Levente Szabo,Hungary,BTSV,de 2. Bundesliga,FW,13.8,25.0,0.1,0.4,0.2,0.09,0.21,0.3,0.3,25.0,1239.0,0.1,0.1,0.0,2.4,42.4,1.0,13.0,12.0,0.4,1.0,0.3,0.3,2.4,1.0
7681,Allahyar Sayyadmanesh,Iran,Westerlo,be Belgian Pro League,MFFW,24.1,23.0,0.2,0.5,0.2,0.06,0.18,0.3,0.3,35.0,2169.0,0.1,0.1,0.0,2.8,32.8,0.9,25.0,10.0,1.2,1.0,0.3,0.3,2.8,0.9
7682,Luis Javier Paradela,Cuba,CS U Craiova,ro Liga I,MFFW,10.3,27.0,0.1,0.4,0.3,0.11,0.33,0.3,0.5,17.0,930.0,0.0,0.0,0.0,2.6,33.3,0.9,14.0,3.0,2.1,0.0,0.3,0.5,2.6,0.9
7683,Sergi Enrich,Spain,Huesca,es Segunda División,FW,24.1,34.0,0.0,0.3,0.3,0.23,0.58,0.3,0.2,37.0,2170.0,0.0,0.0,0.0,1.3,38.7,0.5,26.0,11.0,0.5,3.0,0.3,0.2,1.3,0.5
7684,Jonah Ayunga,Kenya,St Mirren,sct Scottish Premiership,FW,13.8,27.0,0.3,0.6,0.3,0.14,0.31,0.3,0.1,28.0,1242.0,0.0,0.0,0.0,2.0,46.4,0.9,14.0,14.0,0.7,4.0,0.3,0.1,2.0,0.9
7685,Anthony Lozano,Honduras,Santos Laguna,mx Liga MX,FW,13.8,31.0,0.1,0.4,0.2,0.09,0.3,0.3,0.1,22.0,1245.0,0.1,0.1,0.0,2.4,30.3,0.7,14.0,8.0,0.4,1.0,0.3,0.1,2.4,0.7
7686,Roland Idowu,Republic of Ireland,St Mirren,sct Scottish Premiership,MFFW,13.9,22.0,0.1,0.4,0.1,0.07,0.17,0.3,0.5,31.0,1247.0,0.1,0.1,0.0,2.1,41.4,0.9,13.0,18.0,1.9,3.0,0.3,0.5,2.1,0.9
7687,Dominik Oroz,Croatia,Samara,ru Russian Premier League,DF,13.9,23.0,0.0,0.3,0.3,0.4,0.57,0.3,1.6,14.0,1250.0,0.0,0.0,0.0,0.7,70.0,0.5,14.0,0.0,1.1,2.0,0.3,1.6,0.7,0.5
7688,Tom Sparrow,Wales,Motherwell,sct Scottish Premiership,MFFW,20.9,21.0,0.0,0.3,0.3,0.27,0.6,0.3,0.7,32.0,1881.0,0.0,0.0,0.0,1.1,45.5,0.5,21.0,11.0,1.5,2.0,0.3,0.7,1.1,0.5
7689,Damien Durand,France,Red Star,fr Ligue 2,MFFW,24.4,28.0,0.1,0.4,0.3,0.13,0.32,0.3,0.5,34.0,2196.0,0.0,0.0,0.0,2.2,40.7,0.9,24.0,10.0,0.3,0.0,0.3,0.5,2.2,0.9
7690,Ibrahima Niane,Senegal,Angers,fr Ligue 1,FW,10.5,25.0,0.1,0.4,0.2,0.07,0.18,0.3,0.2,24.0,943.0,0.1,0.1,0.0,2.9,36.7,1.0,8.0,16.0,0.3,1.0,0.3,0.2,2.9,1.0
7691,Ibrahim El Kadiri,Netherlands,De Graafschap,nl Eerste Divisie,MFFW,24.5,22.0,0.2,0.4,0.3,0.09,0.22,0.3,0.4,34.0,2205.0,0.0,0.0,0.0,3.3,40.0,1.3,24.0,10.0,1.1,1.0,0.3,0.4,3.3,1.3
7692,Vojtech Patrak,Czech Republic,FK Pardubice,cz Czech First League,MF,17.5,24.0,0.1,0.3,0.3,0.16,0.42,0.3,0.5,25.0,1576.0,0.0,0.1,0.1,1.8,37.5,0.7,22.0,3.0,0.9,2.0,0.3,0.5,1.8,0.7
7693,Matty Virtue,England,Fleetwood Town,eng League Two,MF,31.6,27.0,0.0,0.3,0.3,0.18,0.43,0.3,0.5,41.0,2841.0,0.0,0.0,0.0,1.6,42.0,0.7,33.0,8.0,1.0,0.0,0.3,0.5,1.6,0.7
7694,Mohamed Ali Ben Romdhane,Tunisia,Ferencváros,hu NB I,MF,10.5,24.0,0.2,0.5,0.2,0.08,0.15,0.3,0.5,20.0,947.0,0.1,0.1,0.0,2.4,52.0,1.2,12.0,8.0,1.2,8.0,0.3,0.5,2.4,1.2
7695,Elton Acolatse,Netherlands,Diósgyőr,hu NB I,MF,21.1,29.0,0.3,0.6,0.3,0.13,0.32,0.3,0.2,28.0,1898.0,0.0,0.0,0.0,2.3,39.6,0.9,20.0,8.0,0.7,1.0,0.3,0.2,2.3,0.9
7696,Christian Gomis,Senegal,FC Winterthur,ch Swiss Super League,FW,17.6,23.0,0.1,0.3,0.3,0.21,0.42,0.3,0.1,27.0,1582.0,0.0,0.0,0.0,1.4,50.0,0.7,17.0,10.0,0.5,2.0,0.3,0.1,1.4,0.7
7697,Arthur,Brazil,Dynamo Moscow,ru Russian Premier League,MFFW,10.6,26.0,0.2,0.5,0.2,0.11,0.22,0.3,0.4,16.0,950.0,0.1,0.1,0.0,1.7,50.0,0.9,13.0,3.0,0.7,0.0,0.3,0.4,1.7,0.9
7698,Tommaso Fumagalli,Italy,Cosenza,it Serie B,FWMF,14.2,24.0,0.1,0.4,0.2,0.05,0.18,0.3,0.8,24.0,1274.0,0.1,0.1,0.0,3.9,30.9,1.2,16.0,8.0,0.6,13.0,0.3,0.8,3.9,1.2
7699,Naatan Skyttä,Finland,2 Teams,2 Comps,MF,24.8,22.0,0.2,0.4,0.3,0.13,0.41,0.3,0.2,31.0,2231.0,0.0,0.0,0.0,2.1,32.1,0.7,26.0,5.0,0.6,1.0,0.3,0.2,2.1,0.7
7700,Nicolás Benedetti,Colombia,Mazatlán,mx Liga MX,MFFW,14.2,27.0,0.2,0.5,0.2,0.12,0.33,0.3,0.2,19.0,1278.0,0.1,0.1,0.0,1.8,36.0,0.6,14.0,5.0,1.5,2.0,0.3,0.2,1.8,0.6
7701,Iván Fresneda,Spain,Sporting CP,pt Primeira Liga,MFDF,10.7,19.0,0.0,0.3,0.3,0.33,0.5,0.3,0.9,18.0,961.0,0.0,0.0,0.0,0.8,66.7,0.6,11.0,7.0,1.6,14.0,0.3,0.9,0.8,0.6
7702,Joe Gelhardt,England,2 Teams,eng Championship,MFFW,17.8,22.0,0.0,0.3,0.2,0.07,0.27,0.3,0.2,22.0,1603.0,0.1,0.1,0.0,2.6,23.9,0.6,19.0,3.0,0.6,8.0,0.3,0.2,2.6,0.6
7703,Hierman Barkoŭski,Belarus,Puszcza Niepołomice,pl Ekstraklasa,FWMF,10.7,22.0,0.3,0.6,0.3,0.13,0.5,0.3,0.7,15.0,962.0,0.0,0.0,0.0,2.2,26.1,0.6,10.0,5.0,0.6,0.0,0.3,0.7,2.2,0.6
7704,Levi Amantchi,England,2 Teams,eng League Two,FW,10.7,23.0,0.0,0.3,0.3,0.12,0.27,0.3,0.0,32.0,962.0,0.0,0.0,0.0,2.3,44.0,1.0,6.0,26.0,0.6,11.0,0.3,0.0,2.3,1.0
7705,Iker Fimbres,Mexico,Monterrey,mx Liga MX,MF,14.3,19.0,0.1,0.3,0.3,0.17,0.33,0.3,1.0,25.0,1288.0,0.0,0.0,0.0,1.6,52.2,0.8,15.0,10.0,1.4,9.0,0.3,1.0,1.6,0.8
7706,Felix Higl,Germany,Ulm,de 2. Bundesliga,FW,17.9,27.0,0.1,0.4,0.2,0.12,0.43,0.3,0.1,29.0,1612.0,0.1,0.1,0.0,1.4,28.0,0.4,18.0,11.0,0.6,1.0,0.3,0.1,1.4,0.4
7707,Alberto Noguera,Spain,Bengaluru,in Indian Super League,MF,17.9,34.0,0.2,0.4,0.3,0.26,0.71,0.3,0.9,21.0,1613.0,0.0,0.0,0.0,1.1,36.8,0.4,19.0,2.0,2.1,0.0,0.3,0.9,1.1,0.4
7708,Jimmy Knowles,England,2 Teams,2 Comps,FWMF,21.5,23.0,0.1,0.4,0.3,0.18,0.5,0.3,0.0,34.0,1937.0,0.0,0.0,0.0,0.5,36.4,0.2,26.0,8.0,0.1,7.0,0.3,0.0,0.5,0.2
7709,Junior Olaitan,Benin,Grenoble Foot,fr Ligue 2,MFFW,14.4,22.0,0.2,0.5,0.2,0.12,0.25,0.3,0.4,24.0,1292.0,0.1,0.1,0.0,1.7,48.0,0.8,14.0,10.0,1.3,0.0,0.3,0.4,1.7,0.8
7710,Dominik Hollý,Slovakia,Jablonec,cz Czech First League,MFFW,21.5,20.0,0.0,0.3,0.3,0.15,0.43,0.3,0.3,32.0,1939.0,0.0,0.0,0.0,1.9,34.1,0.6,23.0,9.0,0.3,0.0,0.3,0.3,1.9,0.6
7711,Daniel Luna,Colombia,2 Teams,2 Comps,MF,10.8,21.0,0.1,0.4,0.3,0.18,0.6,0.3,0.8,19.0,970.0,0.0,0.0,0.0,1.6,29.4,0.5,11.0,8.0,0.6,19.0,0.3,0.8,1.6,0.5
7712,Sinoxolo Kwayiba,South Africa,Chippa United,za South African Premiership,MFFW,21.7,27.0,0.0,0.3,0.3,0.15,0.3,0.3,0.2,25.0,1951.0,0.0,0.0,0.0,1.9,48.8,0.9,24.0,1.0,0.5,0.0,0.3,0.2,1.9,0.9
7713,Jens Odgaard,Denmark,Bologna,it Serie A,MF,21.7,25.0,0.0,0.3,0.3,0.12,0.27,0.3,0.5,29.0,1952.0,0.0,0.0,0.0,2.3,44.9,1.0,24.0,5.0,0.6,3.0,0.3,0.5,2.3,1.0
7714,Jack Diamond,England,Stockport,eng League One,MF,18.1,24.0,0.1,0.4,0.3,0.13,0.33,0.3,0.3,33.0,1629.0,0.0,0.0,0.0,2.1,39.5,0.8,16.0,17.0,0.6,5.0,0.3,0.3,2.1,0.8
7715,Sekela Sithole,South Africa,Marumo Gallants FC,za South African Premiership,MF,14.5,27.0,0.2,0.5,0.3,0.21,0.57,0.3,0.6,22.0,1305.0,0.0,0.0,0.0,1.3,36.8,0.5,18.0,4.0,0.8,0.0,0.3,0.6,1.3,0.5
7716,Elvir Koljić,Bosnia and Herzegovina,2 Teams,ro Liga I,FW,18.1,29.0,0.0,0.3,0.2,0.1,0.31,0.3,0.0,28.0,1632.0,0.1,0.1,0.0,2.3,31.7,0.7,20.0,8.0,0.1,4.0,0.3,0.0,2.3,0.7
7717,Musa Drammeh,Gambia,Hearts,sct Scottish Premiership,MFFW,10.9,22.0,0.1,0.4,0.3,0.09,0.25,0.3,0.4,22.0,980.0,0.0,0.0,0.0,2.9,37.5,1.1,11.0,11.0,0.8,3.0,0.3,0.4,2.9,1.1
7718,Ilya Shkurin,Belarus,2 Teams,pl Ekstraklasa,FW,25.4,24.0,0.2,0.4,0.3,0.11,0.3,0.3,0.3,33.0,2287.0,0.0,0.0,0.0,2.6,35.4,0.9,28.0,5.0,0.4,1.0,0.3,0.3,2.6,0.9
7719,Anouar Ait El Hadj,Belgium,Union SG,be Belgian Pro League,MF,18.2,22.0,0.4,0.7,0.3,0.12,0.33,0.3,0.5,28.0,1641.0,0.0,0.0,0.0,2.2,36.6,0.8,17.0,11.0,1.3,9.0,0.3,0.5,2.2,0.8
7720,Andrija Maksimović,Serbia,Red Star,rs Serbian SuperLiga,MF,14.6,17.0,0.3,0.6,0.2,0.21,0.43,0.3,0.1,27.0,1314.0,0.1,0.1,0.0,1.0,50.0,0.5,16.0,11.0,0.1,3.0,0.3,0.1,1.0,0.5
7721,Jacky Donkor,Belgium,Excelsior,nl Eerste Divisie,MFFW,18.3,25.0,0.2,0.5,0.3,0.14,0.31,0.3,0.4,32.0,1647.0,0.0,0.0,0.0,2.0,43.2,0.9,22.0,10.0,0.8,5.0,0.3,0.4,2.0,0.9
7722,Bruno Durdov,Croatia,Hajduk Split,hr Hrvatska NL,MF,11.0,16.0,0.1,0.4,0.3,0.1,0.21,0.3,0.3,27.0,989.0,0.0,0.0,0.0,2.8,45.2,1.3,10.0,17.0,1.3,7.0,0.3,0.3,2.8,1.3
7723,Pablo Saenz,Spain,2 Teams,es Segunda División,MFFW,18.4,23.0,0.2,0.4,0.3,0.12,0.26,0.3,0.5,37.0,1656.0,0.0,0.0,0.0,2.2,46.3,1.0,17.0,20.0,1.0,4.0,0.3,0.5,2.2,1.0
7724,Bence Ötvös,Hungary,Paks,hu NB I,DFMF,29.5,26.0,0.1,0.4,0.2,0.09,0.23,0.3,0.9,32.0,2653.0,0.1,0.1,0.0,1.9,39.3,0.7,30.0,2.0,1.5,0.0,0.3,0.9,1.9,0.7
7725,Mo Salah,Belgium,Lommel,be Challenger Pro League,MFFW,25.8,20.0,0.2,0.5,0.2,0.07,0.17,0.3,0.4,27.0,2323.0,0.1,0.1,0.0,2.7,43.5,1.2,27.0,0.0,1.2,0.0,0.3,0.4,2.7,1.2
7726,Ashley Hay,England,Cheltenham Town,eng League Two,FWMF,11.1,21.0,0.1,0.4,0.3,0.18,0.3,0.3,0.2,21.0,996.0,0.0,0.0,0.0,1.5,58.8,0.9,10.0,11.0,0.3,1.0,0.3,0.2,1.5,0.9
7727,Cheveyo Tsawa,Switzerland,Zürich,ch Swiss Super League,MF,11.1,17.0,0.2,0.5,0.3,0.19,0.43,0.3,0.8,16.0,997.0,0.0,0.0,0.0,1.4,43.8,0.6,12.0,4.0,1.5,8.0,0.3,0.8,1.4,0.6
7728,Etiosa Ighodaro,Nigeria,AmaZulu,za South African Premiership,FW,18.5,23.0,0.0,0.3,0.3,0.1,0.36,0.3,0.4,24.0,1662.0,0.0,0.0,0.0,2.6,29.2,0.8,18.0,6.0,0.6,1.0,0.3,0.4,2.6,0.8
7729,Francis Okoronkwo,England,Salford City FC,eng League Two,FW,11.1,19.0,0.0,0.3,0.3,0.13,0.38,0.3,0.2,22.0,998.0,0.0,0.0,0.0,2.1,34.8,0.7,11.0,11.0,0.5,0.0,0.3,0.2,2.1,0.7
7730,Bohdan Viunnyk,Ukraine,Lechia Gdańsk,pl Ekstraklasa,FWMF,25.9,22.0,0.1,0.4,0.2,0.1,0.29,0.3,0.3,32.0,2329.0,0.0,0.0,0.0,2.4,33.9,0.8,29.0,3.0,0.5,1.0,0.3,0.3,2.4,0.8
7731,Rodrigo Pinho,Brazil,Estrela,pt Primeira Liga,FW,18.5,33.0,0.0,0.3,0.2,0.08,0.22,0.3,0.4,33.0,1665.0,0.1,0.1,0.1,2.8,35.3,1.0,18.0,15.0,0.4,0.0,0.3,0.4,2.8,1.0
7732,Emanuel Reynoso,Argentina,Tijuana,mx Liga MX,MFFW,11.1,28.0,0.3,0.5,0.3,0.21,0.5,0.3,0.4,16.0,1001.0,0.0,0.0,0.0,1.3,42.9,0.5,12.0,4.0,1.4,0.0,0.3,0.4,1.3,0.5
7733,Sven Blummel,Netherlands,FC Eindhoven,nl Eerste Divisie,MF,29.7,27.0,0.3,0.5,0.3,0.14,0.3,0.3,1.4,34.0,2671.0,0.0,0.0,0.0,1.9,48.2,0.9,33.0,1.0,1.4,1.0,0.3,1.4,1.9,0.9
7734,Byron Burgering,Netherlands,Den Bosch,nl Eerste Divisie,FWMF,37.2,23.0,0.3,0.5,0.3,0.08,0.22,0.3,0.5,38.0,3344.0,0.0,0.0,0.0,3.2,39.0,1.2,38.0,0.0,0.8,0.0,0.3,0.5,3.2,1.2
7735,Marcus Younis,Australia,Jong PSV,nl Eerste Divisie,MFDF,18.6,19.0,0.2,0.5,0.2,0.1,0.31,0.3,0.4,26.0,1672.0,0.1,0.1,0.0,2.1,33.3,0.7,19.0,7.0,1.0,1.0,0.3,0.4,2.1,0.7
7736,Aleksandar Ćirković,Serbia,2 Teams,2 Comps,MF,14.9,22.0,0.1,0.3,0.3,0.11,0.44,0.3,0.3,23.0,1338.0,0.0,0.0,0.0,2.4,25.0,0.6,13.0,10.0,0.4,9.0,0.3,0.3,2.4,0.6
7737,Uroš Nikolić,Serbia,Vojvodina,rs Serbian SuperLiga,MFFW,14.9,30.0,0.3,0.6,0.2,0.33,0.38,0.3,0.2,24.0,1339.0,0.1,0.1,0.0,0.6,88.9,0.5,16.0,8.0,0.4,1.0,0.3,0.2,0.6,0.5
7738,Adam Griger,Slovakia,Hradec Králové,cz Czech First League,FW,14.9,20.0,0.0,0.3,0.3,0.11,0.25,0.3,0.3,22.0,1340.0,0.0,0.0,0.0,2.6,42.1,1.1,14.0,8.0,0.3,0.0,0.3,0.3,2.6,1.1
7739,Braian Samudio,Paraguay,Antalyaspor,tr Süper Lig,FWMF,26.1,28.0,0.0,0.3,0.2,0.09,0.2,0.3,0.1,35.0,2349.0,0.1,0.1,0.0,2.1,45.5,1.0,28.0,7.0,0.7,0.0,0.3,0.1,2.1,1.0
7740,Joshua Stokes,,2 Teams,2 Comps,MF,26.2,,0.1,0.3,0.2,0.08,0.2,0.3,0.3,32.0,2355.0,0.1,0.1,0.0,2.4,39.1,1.0,26.0,6.0,1.1,1.0,0.3,0.3,2.4,1.0
7741,Williot Swedberg,Sweden,Celta Vigo,es La Liga,FWMF,15.0,20.0,0.3,0.6,0.3,0.13,0.27,0.3,0.2,32.0,1348.0,0.0,0.0,0.0,2.1,46.9,1.0,15.0,17.0,1.1,1.0,0.3,0.2,2.1,1.0
7742,Ayoub Jabbari,Morocco,2 Teams,fr Ligue 2,FW,11.2,24.0,0.0,0.3,0.2,0.07,0.25,0.3,0.7,27.0,1012.0,0.1,0.1,0.0,2.4,29.6,0.7,9.0,18.0,1.0,0.0,0.3,0.7,2.4,0.7
7743,Kristoffer Velde,Norway,2 Teams,2 Comps,MF,15.0,24.0,0.1,0.3,0.3,0.0,0.0,0.3,0.0,22.0,1350.0,0.0,0.0,0.0,0.3,25.0,0.1,18.0,4.0,0.1,7.0,0.3,0.0,0.3,0.1
7744,Ramón Terrats,Spain,2 Teams,es La Liga,FW,15.0,23.0,0.1,0.3,0.3,0.19,0.44,0.3,0.7,26.0,1350.0,0.0,0.0,0.0,1.4,42.9,0.6,16.0,10.0,0.9,5.0,0.3,0.7,1.4,0.6
7745,Mamadou Thiam,Senegal,Universitatea Cluj,ro Liga I,FWMF,33.9,29.0,0.2,0.4,0.3,0.1,0.29,0.3,0.2,38.0,3050.0,0.0,0.0,0.0,2.7,34.4,0.9,36.0,2.0,0.6,0.0,0.3,0.2,2.7,0.9
7746,Oucasse Mendy,France,Martigues,fr Ligue 2,MFFW,18.8,23.0,0.1,0.3,0.2,0.11,0.25,0.3,0.8,29.0,1695.0,0.1,0.1,0.0,2.0,42.1,0.8,17.0,12.0,0.7,2.0,0.3,0.8,2.0,0.8
7747,Alberto,Spain,Mohun Bagan,in Indian Super League,DF,18.9,31.0,0.1,0.3,0.3,0.29,0.71,0.3,0.9,19.0,1700.0,0.0,0.0,0.0,0.9,41.2,0.4,19.0,0.0,0.7,1.0,0.3,0.9,0.9,0.4
7748,Bas Huisman,,Vitesse,nl Eerste Divisie,FW,15.1,,0.0,0.3,0.3,0.16,0.33,0.3,0.1,22.0,1361.0,0.0,0.0,0.0,1.7,48.0,0.8,17.0,5.0,0.4,6.0,0.3,0.1,1.7,0.8
