,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min▼,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
82,Albion Rrahmani,0.7,1.4,3.3,0.16,0.39,0.4,0.2,2023-2024,22,xk KVX,Rapid București,ro Liga I,25,2128,23.6,24,1,0,0.7,0.2,0.9,0.5,0.2,0.3,0.2,0.4,0.2,0.0,3.3,0.16,0.39,1.4,41.8,,FW,8b61ea62
83,Apostolos Stamatelopoulos,0.7,1.5,3.6,0.15,0.37,0.4,0.2,2023-2024,24,au AUS,Newcastle Jets,au A-League Men,25,2113,23.5,25,0,0,0.7,0.1,0.8,0.6,0.2,0.2,0.0,0.4,0.2,0.0,3.6,0.15,0.37,1.5,41.7,,FW,b1c09c38
84,Jake Young,0.7,1.4,3.2,0.22,0.48,0.2,0.0,2023-2024,22,eng ENG,2 Teams,eng League Two,29,2110,23.4,23,6,0,0.7,0.2,0.9,0.7,0.0,0.0,0.0,0.2,0.0,0.0,3.2,0.22,0.48,1.4,44.6,,FW,8cb3d531
85,Emmanuel Latte Lath,0.7,1.8,3.1,0.22,0.38,0.7,0.3,2023-2024,24,ci CIV,Middlesbrough,eng Championship,30,2091,23.2,23,7,3,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.7,0.3,0.0,3.1,0.22,0.38,1.8,57.5,,FW,1c9cfad4
86,Deniz Undav,0.8,2.3,4.7,0.17,0.33,0.6,0.3,2023-2024,27,de GER,Stuttgart,de Bundesliga,30,2089,23.2,23,7,0,0.8,0.4,1.2,0.8,0.0,0.0,0.0,0.6,0.3,0.0,4.7,0.17,0.33,2.3,50.0,,FWMF,dd549382
87,Zakaria Eddahchouri,0.6,1.8,4.2,0.13,0.32,0.7,0.2,2023-2024,23,nl NED,Telstar,nl Eerste Divisie,27,2060,22.9,24,3,1,0.6,0.0,0.7,0.6,0.0,0.0,0.0,0.7,0.2,0.0,4.2,0.13,0.32,1.8,42.3,,FW,eea195ea
88,Evanilson,0.6,1.1,3.1,0.15,0.44,0.5,0.2,2023-2024,23,br BRA,Porto,pt Primeira Liga,27,2051,22.8,25,2,0,0.6,0.1,0.7,0.5,0.1,0.1,0.0,0.5,0.2,0.0,3.1,0.15,0.44,1.1,35.2,,FW,6f3cc2fe
89,Ángel Torres,0.6,1.3,3.0,0.16,0.38,1.4,0.8,2023-2024,23,co COL,Central Coast Mariners,au A-League Men,23,2004,22.3,23,0,0,0.6,0.1,0.7,0.5,0.1,0.1,0.0,1.4,0.8,0.0,3.0,0.16,0.38,1.3,43.3,,MF,310a9b1d
90,Simon Banza,0.9,1.9,3.9,0.21,0.43,0.3,0.4,2023-2024,26,cd COD,Braga,pt Primeira Liga,28,1999,22.2,23,5,0,0.9,0.2,1.1,0.8,0.1,0.1,0.0,0.3,0.4,0.0,3.9,0.21,0.43,1.9,48.3,,FW,be47b750
91,Borisav Burmaz,0.8,0.9,1.9,0.17,0.37,0.4,0.1,2023-2024,22,rs SRB,2 Teams,2 Comps,37,1999,22.2,21,16,0,0.8,0.0,0.8,0.7,0.1,0.1,0.0,0.4,0.1,0.0,1.9,0.17,0.37,0.9,45.2,,MFFW,2f693373
92,Can Uzun,0.7,1.5,3.2,0.18,0.39,0.6,0.1,2023-2024,17,tr TUR,Nürnberg,de 2. Bundesliga,30,1992,22.1,25,5,0,0.7,0.1,0.8,0.6,0.1,0.2,0.1,0.6,0.1,0.0,3.2,0.18,0.39,1.5,46.5,,MFFW,1d0b134a
93,Georges Mikautadze,0.6,1.3,2.9,0.16,0.34,0.1,0.3,2023-2024,22,ge GEO,2 Teams,2 Comps,26,1983,22.0,22,4,8,0.6,0.2,0.8,0.5,0.1,0.1,0.0,0.1,0.3,0.0,2.9,0.16,0.34,1.3,46.0,,FW,4788cb6b
94,Victor Osimhen,0.7,1.9,4.1,0.13,0.29,0.4,0.1,2023-2024,24,ng NGA,Napoli,it Serie A,25,1982,22.0,22,3,1,0.7,0.1,0.8,0.5,0.1,0.2,0.1,0.4,0.1,0.0,4.1,0.13,0.29,1.9,45.6,,FW,8c90fd7a
95,Abderrazak Hamdallah,0.9,1.5,3.2,0.20,0.44,0.4,0.1,2023-2024,32,ma MAR,Al-Ittihad,sa Saudi Pro League,24,1971,21.9,22,2,0,0.9,0.1,1.0,0.6,0.2,0.3,0.0,0.4,0.1,0.0,3.2,0.20,0.44,1.5,45.7,,FW,fe73f8c6
96,Paulo Dybala,0.6,1.1,2.7,0.10,0.26,0.6,0.1,2023-2024,29,ar ARG,Roma,it Serie A,28,1959,21.8,25,3,1,0.6,0.4,1.0,0.3,0.3,0.3,0.0,0.6,0.1,0.0,2.7,0.10,0.26,1.1,39.0,,FWMF,e0921a4f
97,Adriano Bertaccini,0.7,0.4,1.0,0.19,0.44,0.1,0.0,2023-2024,22,be BEL,2 Teams,2 Comps,30,1941,21.6,22,8,4,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.19,0.44,0.4,42.9,,MFFW,88d70d53
98,Ernest Poku,0.6,1.5,3.3,0.19,0.39,0.5,0.4,2023-2024,19,nl NED,2 Teams,2 Comps,38,1934,21.5,22,16,12,0.6,0.2,0.8,0.6,0.0,0.0,0.0,0.5,0.4,0.0,3.3,0.19,0.39,1.5,47.1,,MF,ddc31375
99,Harold Preciado,0.7,1.4,3.3,0.14,0.33,0.2,0.0,2023-2024,29,co COL,Santos Laguna,mx Liga MX,23,1914,21.3,23,0,0,0.7,0.0,0.8,0.5,0.2,0.3,0.0,0.2,0.0,0.0,3.3,0.14,0.33,1.4,42.9,,FW,5300af73
100,Max Dean,0.7,2.1,4.2,0.16,0.32,0.2,0.1,2023-2024,19,eng ENG,Milton Keynes Dons,eng League Two,29,1914,21.3,22,7,5,0.7,0.2,0.9,0.7,0.0,0.0,0.0,0.2,0.1,0.0,4.2,0.16,0.32,2.1,48.9,,FW,6d0ea6d9
101,Álvaro Morata,0.7,1.6,3.2,0.22,0.44,0.5,0.0,2023-2024,30,es ESP,Atlético Madrid,es La Liga,32,1904,21.2,21,11,2,0.7,0.1,0.9,0.7,0.0,0.0,0.0,0.5,0.0,0.0,3.2,0.22,0.44,1.6,50.7,,FW,129af0db
102,Ado Onaiwu,0.7,1.0,2.8,0.23,0.67,0.4,0.3,2023-2024,27,jp JPN,Auxerre,fr Ligue 2,34,1901,21.1,20,14,0,0.7,0.0,0.8,0.7,0.0,0.0,0.0,0.4,0.3,0.0,2.8,0.23,0.67,1.0,35.0,,MFFW,ff4df82e
103,Joel Monteiro,0.6,0.9,1.8,0.32,0.67,1.3,0.4,2023-2024,23,ch SUI,Young Boys,ch Swiss Super League,32,1895,21.1,24,8,2,0.6,0.1,0.7,0.6,0.0,0.0,0.0,1.3,0.4,0.0,1.8,0.32,0.67,0.9,47.4,,MFFW,e83d5f45
104,Adam Idah,0.7,1.6,2.6,0.20,0.32,0.4,0.2,2023-2024,22,ie IRL,2 Teams,2 Comps,43,1893,21.0,17,26,1,0.7,0.1,0.8,0.5,0.1,0.2,0.0,0.4,0.2,0.0,2.6,0.20,0.32,1.6,63.0,,FW,291e3ec3
105,Ricky van Wolfswinkel,0.8,1.3,2.9,0.23,0.50,0.7,0.4,2023-2024,34,nl NED,Twente,nl Eredivisie,32,1886,21.0,17,15,0,0.8,0.0,0.8,0.7,0.1,0.1,0.0,0.7,0.4,0.0,2.9,0.23,0.50,1.3,46.7,,FWMF,dbe16ade
106,Diber Cambindo,0.6,1.1,3.5,0.16,0.52,0.3,0.0,2023-2024,27,co COL,2 Teams,mx Liga MX,30,1885,20.9,23,7,1,0.6,0.2,0.8,0.6,0.0,0.0,0.0,0.3,0.0,0.0,3.5,0.16,0.52,1.1,31.5,,FW,48a6346d
107,Vinicius Júnior,0.7,1.9,3.8,0.18,0.36,0.6,0.0,2023-2024,23,br BRA,Real Madrid,es La Liga,26,1864,20.7,22,4,3,0.7,0.2,1.0,0.7,0.0,0.0,0.0,0.6,0.0,0.0,3.8,0.18,0.36,1.9,50.0,,FW,7111d552
108,Bruno Fornaroli,0.9,1.6,4.2,0.16,0.42,0.3,0.2,2023-2024,35,au AUS,Melbourne Victory,au A-League Men,21,1854,20.6,21,0,0,0.9,0.1,1.0,0.7,0.2,0.2,0.0,0.3,0.2,0.0,4.2,0.16,0.42,1.6,37.9,,FW,7fbbac4f
109,Josh Sargent,0.8,1.6,3.3,0.24,0.50,0.2,0.3,2023-2024,23,us USA,Norwich City,eng Championship,26,1850,20.6,24,2,0,0.8,0.1,0.9,0.8,0.0,0.0,0.0,0.2,0.3,0.0,3.3,0.24,0.50,1.6,47.8,,FW,a8d4428b
110,Karim Konaté,1.0,2.1,4.0,0.24,0.45,0.3,0.0,2023-2024,19,ci CIV,RB Salzburg,at Austrian Bundesliga,29,1845,20.5,22,7,0,1.0,0.1,1.1,1.0,0.0,0.0,0.0,0.3,0.0,0.0,4.0,0.24,0.45,2.1,53.0,,FW,bc2618f0
111,Dailon Livramento,0.8,1.4,3.3,0.22,0.52,0.4,0.3,2023-2024,22,cv CPV,MVV Maastricht,nl Eerste Divisie,35,1838,20.4,17,18,2,0.8,0.0,0.8,0.7,0.0,0.0,0.0,0.4,0.3,0.0,3.3,0.22,0.52,1.4,42.6,,FW,c115db1e
112,Vincent Vermeij,0.6,1.2,2.4,0.23,0.44,0.3,0.2,2023-2024,28,nl NED,Düsseldorf,de 2. Bundesliga,30,1832,20.4,22,8,1,0.6,0.1,0.7,0.5,0.0,0.0,0.0,0.3,0.2,0.0,2.4,0.23,0.44,1.2,52.1,,FW,7e629adc
113,Tolgay Arslan,0.6,1.3,3.6,0.16,0.44,0.5,0.4,2023-2024,32,de GER,Melb City,au A-League Men,23,1827,20.3,23,0,0,0.6,0.3,1.0,0.6,0.0,0.0,0.0,0.5,0.4,0.0,3.6,0.16,0.44,1.3,37.0,,MFFW,963a328b
114,Chris Wood,0.7,1.3,2.4,0.29,0.54,0.2,0.0,2023-2024,31,nz NZL,Nottingham Forest,eng Premier League,31,1812,20.1,20,11,0,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.2,0.0,0.0,2.4,0.29,0.54,1.3,54.2,,FW,4e9a0555
115,Ragnar Ache,0.8,2.0,4.4,0.18,0.41,0.2,0.1,2023-2024,25,de GER,Kaiserslautern,de 2. Bundesliga,26,1783,19.8,22,4,0,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.1,0.0,4.4,0.18,0.41,2.0,44.8,,FW,dc38e3bc
116,Donyell Malen,0.7,1.8,3.6,0.18,0.36,0.4,0.1,2023-2024,24,nl NED,Dortmund,de Bundesliga,27,1781,19.8,21,6,2,0.7,0.1,0.7,0.7,0.0,0.0,0.0,0.4,0.1,0.0,3.6,0.18,0.36,1.8,50.0,,MFFW,116c35df
117,Jamie Vardy,0.9,1.6,3.0,0.24,0.45,0.2,0.1,2023-2024,36,eng ENG,Leicester City,eng Championship,35,1768,19.6,18,17,2,0.9,0.1,1.0,0.7,0.2,0.3,0.1,0.2,0.1,0.0,3.0,0.24,0.45,1.6,53.4,,FW,45963054
118,Cherif Ndiaye,0.6,0.1,0.1,1.00,1.00,0.0,0.0,2023-2024,27,sn SEN,2 Teams,2 Comps,30,1766,19.6,22,8,2,0.6,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.00,1.00,0.1,100.0,,FW,858a54c3
119,André-Pierre Gignac,0.7,1.4,3.3,0.17,0.39,0.3,0.2,2023-2024,37,fr FRA,UANL,mx Liga MX,25,1763,19.6,21,4,1,0.7,0.3,1.0,0.6,0.2,0.2,0.0,0.3,0.2,0.0,3.3,0.17,0.39,1.4,43.8,,FW,585e1b85
120,Diego Valdés,0.6,1.3,3.4,0.17,0.44,0.2,0.5,2023-2024,29,cl CHI,América,mx Liga MX,25,1733,19.3,20,5,0,0.6,0.3,0.8,0.6,0.0,0.0,0.0,0.2,0.5,0.0,3.4,0.17,0.44,1.3,37.9,,MF,e3cae82a
121,M'Baye Niang,0.7,1.3,2.9,0.11,0.25,0.2,0.2,2023-2024,28,sn SEN,2 Teams,2 Comps,30,1694,18.8,18,12,2,0.7,0.1,0.9,0.3,0.4,0.4,0.0,0.2,0.2,0.0,2.9,0.11,0.25,1.3,44.4,,FW,2054d037
122,Semih Kılıçsoy,0.6,1.3,3.0,0.20,0.46,0.6,0.3,2023-2024,17,tr TUR,Beşiktaş,tr Süper Lig,23,1677,18.6,20,3,7,0.6,0.2,0.8,0.6,0.0,0.0,0.0,0.6,0.3,0.0,3.0,0.20,0.46,1.3,42.9,,MFFW,3064f033
123,Leandro Trossard,0.7,1.2,3.3,0.20,0.55,0.8,0.4,2023-2024,28,be BEL,Arsenal,eng Premier League,34,1649,18.3,18,16,3,0.7,0.1,0.7,0.7,0.0,0.0,0.0,0.8,0.4,0.0,3.3,0.20,0.55,1.2,36.7,,FWMF,38ceb24a
124,Omri Gandelman,0.6,1.3,2.5,0.24,0.46,0.8,0.7,2023-2024,23,il ISR,Gent,be Belgian Pro League,32,1627,18.1,16,16,4,0.6,0.3,0.9,0.6,0.0,0.0,0.0,0.8,0.7,0.0,2.5,0.24,0.46,1.3,52.2,,MF,e4b121b3
125,Abdallah Sima,0.6,1.3,3.9,0.15,0.48,1.0,0.3,2023-2024,22,sn SEN,Rangers,sct Scottish Premiership,25,1622,18.0,17,8,0,0.6,0.1,0.7,0.6,0.0,0.0,0.0,1.0,0.3,0.0,3.9,0.15,0.48,1.3,32.4,,MFFW,fdbde523
126,Fábio,0.6,1.3,3.7,0.12,0.33,0.3,0.1,2023-2024,26,br BRA,Sydney FC,au A-League Men,25,1619,18.0,19,6,1,0.6,0.2,0.8,0.4,0.2,0.2,0.0,0.3,0.1,0.0,3.7,0.12,0.33,1.3,35.8,,FW,30f90535
127,Noah Saadaoui,0.6,1.8,5.1,0.08,0.23,0.9,0.6,2023-2024,29,ma MAR,Goa,in Indian Super League,20,1558,17.3,17,3,0,0.6,0.3,0.9,0.4,0.2,0.2,0.0,0.9,0.6,0.0,5.1,0.08,0.23,1.8,34.8,,MFFW,96810b04
128,Hiroshi Ibusuki,0.9,1.9,4.2,0.19,0.42,0.3,0.2,2023-2024,32,jp JPN,Adelaide United,au A-League Men,26,1548,17.2,20,6,0,0.9,0.2,1.0,0.8,0.1,0.1,0.0,0.3,0.2,0.0,4.2,0.19,0.42,1.9,45.8,,FW,715bdbe9
129,Victor Boniface,0.8,2.0,4.7,0.13,0.29,0.2,0.0,2023-2024,22,ng NGA,Leverkusen,de Bundesliga,23,1546,17.2,18,5,0,0.8,0.5,1.3,0.6,0.2,0.2,0.0,0.2,0.0,0.0,4.7,0.13,0.29,2.0,42.5,,FW,b146275b
130,Benjamin Šeško,0.8,1.5,2.8,0.30,0.56,0.3,0.2,2023-2024,20,si SVN,RB Leipzig,de Bundesliga,31,1526,17.0,17,14,2,0.8,0.1,0.9,0.8,0.0,0.0,0.0,0.3,0.2,0.0,2.8,0.30,0.56,1.5,53.2,,FW,3260690c
131,Paul Onuachu,0.9,1.4,3.6,0.25,0.63,0.4,0.1,2023-2024,29,ng NGA,Trabzonspor,tr Süper Lig,21,1520,16.9,19,2,1,0.9,0.2,1.1,0.9,0.0,0.0,0.0,0.4,0.1,0.0,3.6,0.25,0.63,1.4,39.3,,FW,c06d1086
132,Richarlison,0.7,1.5,3.7,0.18,0.44,0.7,0.5,2023-2024,26,br BRA,Tottenham Hotspur,eng Premier League,28,1491,16.6,18,10,1,0.7,0.2,0.9,0.7,0.0,0.0,0.0,0.7,0.5,0.0,3.7,0.18,0.44,1.5,41.0,,FWMF,fa031b34
133,Franculino Djú,0.7,1.5,3.3,0.20,0.46,0.4,0.7,2023-2024,19,gw GNB,Midtjylland,dk Danish Superliga,27,1469,16.3,16,11,1,0.7,0.2,0.9,0.7,0.0,0.0,0.0,0.4,0.7,0.0,3.3,0.20,0.46,1.5,44.4,,FW,5bd13551
134,Fran Brodić,0.8,1.5,3.4,0.21,0.50,0.6,0.2,2023-2024,26,hr CRO,2 Teams,hr Hrvatska NL,24,1462,16.2,16,8,7,0.8,0.1,0.9,0.7,0.1,0.1,0.0,0.6,0.2,0.0,3.4,0.21,0.50,1.5,42.9,,FWMF,1bd30fa4
135,Nicolás Ibáñez,0.7,1.7,3.3,0.17,0.33,0.4,0.2,2023-2024,28,ar ARG,UANL,mx Liga MX,31,1456,16.2,13,18,2,0.7,0.3,1.0,0.6,0.1,0.2,0.1,0.4,0.2,0.0,3.3,0.17,0.33,1.7,50.9,,FW,0cab947b
136,Yankuba Minteh,0.6,1.5,3.5,0.18,0.42,1.9,0.2,2023-2024,19,gm GAM,Feyenoord,nl Eredivisie,27,1456,16.2,17,10,2,0.6,0.3,0.9,0.6,0.0,0.0,0.0,1.9,0.2,0.0,3.5,0.18,0.42,1.5,42.9,,MFFW,c3cf087d
137,Roy Krishna,0.7,1.4,2.5,0.28,0.50,0.9,0.2,2023-2024,35,fj FIJ,Odisha,in Indian Super League,22,1455,16.2,17,5,0,0.7,0.1,0.8,0.7,0.1,0.1,0.1,0.9,0.2,0.0,2.5,0.28,0.50,1.4,55.0,,FWMF,6f84f86c
138,Gianluca Scamacca,0.7,1.6,3.7,0.20,0.46,0.6,0.2,2023-2024,24,it ITA,Atalanta,it Serie A,29,1453,16.1,17,12,3,0.7,0.4,1.1,0.7,0.0,0.0,0.0,0.6,0.2,0.0,3.7,0.20,0.46,1.6,43.3,,FW,8790f988
139,Duje Čop,0.7,1.3,2.3,0.24,0.43,0.6,0.1,2023-2024,33,hr CRO,Lokomotiva,hr Hrvatska NL,22,1446,16.1,15,7,1,0.7,0.2,0.9,0.6,0.2,0.2,0.1,0.6,0.1,0.0,2.3,0.24,0.43,1.3,56.8,,FW,8b0b02c9
140,Sergio Canales,0.6,1.1,2.9,0.17,0.44,0.6,0.3,2023-2024,32,es ESP,Monterrey,mx Liga MX,21,1437,16.0,18,3,0,0.6,0.3,0.9,0.5,0.1,0.1,0.0,0.6,0.3,0.0,2.9,0.17,0.44,1.1,38.3,,MFFW,a6de370d
141,Talisca,1.0,1.8,5.0,0.19,0.52,0.9,0.3,2023-2024,29,br BRA,Al-Nassr,sa Saudi Pro League,17,1433,15.9,16,1,0,1.0,0.3,1.3,0.9,0.1,0.1,0.0,0.9,0.3,0.0,5.0,0.19,0.52,1.8,36.3,,MFFW,5c4f4e43
142,Gonçalo Ramos,0.7,1.3,3.5,0.18,0.48,1.0,0.3,2023-2024,22,pt POR,Paris Saint-Germain,fr Ligue 1,29,1419,15.8,16,13,3,0.7,0.1,0.8,0.6,0.1,0.1,0.0,1.0,0.3,0.0,3.5,0.18,0.48,1.3,38.2,,FW,f63cda26
143,Elijah Adebayo,0.6,0.9,1.9,0.33,0.71,0.1,0.3,2023-2024,25,eng ENG,Luton Town,eng Premier League,27,1419,15.8,16,11,0,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.1,0.3,0.0,1.9,0.33,0.71,0.9,46.7,,FW,0480ebc7
144,Chris Bedia,0.7,1.9,2.9,0.20,0.31,0.1,0.2,2023-2024,27,ci CIV,2 Teams,2 Comps,24,1389,15.4,14,10,8,0.7,0.2,0.9,0.6,0.1,0.2,0.1,0.1,0.2,0.0,2.9,0.20,0.31,1.9,64.4,,FW,ec11ecf8
145,Myziane Maolida,0.7,1.5,3.2,0.16,0.35,0.5,0.2,2023-2024,24,km COM,2 Teams,2 Comps,18,1381,15.3,16,2,1,0.7,0.1,0.8,0.5,0.1,0.1,0.0,0.5,0.2,0.0,3.2,0.16,0.35,1.5,46.9,,MFFW,706a60e1
146,Enis Destan,0.6,1.5,2.7,0.19,0.35,1.0,0.3,2023-2024,21,tr TUR,Trabzonspor,tr Süper Lig,33,1377,15.3,13,20,3,0.6,0.3,0.8,0.5,0.1,0.1,0.0,1.0,0.3,0.0,2.7,0.19,0.35,1.5,54.8,,FW,4fe1f01d
147,Carlos Martínez,0.7,1.8,4.3,0.12,0.29,0.2,0.1,2023-2024,37,es ESP,Goa,in Indian Super League,21,1372,15.2,17,4,1,0.7,0.1,0.8,0.5,0.1,0.1,0.0,0.2,0.1,0.0,4.3,0.12,0.29,1.8,43.1,,FW,a61040bd
148,Alejandro Marqués,0.6,1.2,3.3,0.16,0.44,0.5,0.2,2023-2024,22,ve VEN,Estoril,pt Primeira Liga,31,1361,15.1,13,18,3,0.6,0.1,0.7,0.5,0.1,0.1,0.0,0.5,0.2,0.0,3.3,0.16,0.44,1.2,36.0,,FW,83bc30cc
149,Robin Hack,0.7,1.5,2.9,0.23,0.45,0.6,0.9,2023-2024,24,de GER,Gladbach,de Bundesliga,29,1348,15.0,14,15,3,0.7,0.1,0.8,0.7,0.0,0.0,0.0,0.6,0.9,0.0,2.9,0.23,0.45,1.5,51.2,,FWMF,0174ba21
150,Budu Zivzivadze,0.8,2.0,4.5,0.18,0.41,0.9,0.3,2023-2024,29,ge GEO,Karlsruher,de 2. Bundesliga,30,1336,14.8,13,17,2,0.8,0.1,0.9,0.8,0.0,0.0,0.0,0.9,0.3,0.0,4.5,0.18,0.41,2.0,43.3,,FW,e3a72b89
151,Dimitris Diamantakos,0.9,1.6,2.9,0.23,0.43,0.5,0.1,2023-2024,30,gr GRE,Kerala Blasters,in Indian Super League,17,1330,14.8,15,2,0,0.9,0.2,1.1,0.7,0.2,0.2,0.0,0.5,0.1,0.0,2.9,0.23,0.43,1.6,53.5,,FW,bb10b819
152,Louie Barry,0.6,1.0,2.9,0.17,0.47,0.3,0.3,2023-2024,20,eng ENG,Stockport,eng League Two,20,1309,14.5,17,3,0,0.6,0.3,0.9,0.5,0.1,0.2,0.1,0.3,0.3,0.0,2.9,0.17,0.47,1.0,35.7,,FWMF,bd885979
153,Paulinho,1.0,2.1,4.1,0.25,0.48,1.0,0.1,2023-2024,30,pt POR,Sporting CP,pt Primeira Liga,31,1306,14.5,11,20,1,1.0,0.3,1.4,1.0,0.0,0.0,0.0,1.0,0.1,0.0,4.1,0.25,0.48,2.1,52.5,,FW,a62c16d0
154,Adriano Grimaldi,0.6,1.5,3.1,0.20,0.41,0.6,0.2,2023-2024,32,de GER,Paderborn 07,de 2. Bundesliga,28,1306,14.5,12,16,0,0.6,0.1,0.7,0.6,0.0,0.1,0.1,0.6,0.2,0.0,3.1,0.20,0.41,1.5,48.9,,FW,8ca5bcda
155,Lucas Stassin,0.6,1.1,2.7,0.23,0.56,0.5,0.4,2023-2024,18,be BEL,Westerlo,be Belgian Pro League,26,1298,14.4,14,12,2,0.6,0.1,0.8,0.6,0.0,0.0,0.0,0.5,0.4,0.0,2.7,0.23,0.56,1.1,41.0,,FW,a47d6f3a
156,Jizz Hornkamp,0.7,1.4,3.0,0.16,0.35,0.5,0.2,2023-2024,25,nl NED,Heracles Almelo,nl Eredivisie,17,1287,14.3,15,2,0,0.7,0.1,0.8,0.5,0.2,0.2,0.0,0.5,0.2,0.0,3.0,0.16,0.35,1.4,46.5,,FW,862a72ea
157,Lachlan Brook,0.6,1.6,3.8,0.17,0.39,1.1,0.9,2023-2024,22,au AUS,Western Sydney Wanderers,au A-League Men,23,1285,14.3,16,7,1,0.6,0.1,0.8,0.6,0.0,0.0,0.0,1.1,0.9,0.0,3.8,0.17,0.39,1.6,42.6,,MF,25bd3ff0
158,Michael Olise,0.7,1.5,4.0,0.16,0.43,0.7,0.6,2023-2024,21,fr FRA,Crystal Palace,eng Premier League,19,1275,14.2,14,5,0,0.7,0.4,1.1,0.6,0.1,0.1,0.0,0.7,0.6,0.0,4.0,0.16,0.43,1.5,36.8,,MFFW,c4486bac
159,Cedric Teuchert,0.8,1.7,3.7,0.10,0.21,0.4,0.1,2023-2024,26,de GER,Hannover 96,de 2. Bundesliga,27,1266,14.1,12,15,2,0.8,0.1,0.9,0.4,0.4,0.4,0.0,0.4,0.1,0.0,3.7,0.10,0.21,1.7,46.2,,FWMF,f956479d
160,Kieffer Moore,0.6,1.5,3.5,0.16,0.38,0.5,0.1,2023-2024,30,wls WAL,2 Teams,2 Comps,26,1248,13.9,14,12,8,0.6,0.1,0.6,0.6,0.0,0.0,0.0,0.5,0.1,0.0,3.5,0.16,0.38,1.5,42.9,,DFFW,01ce9e70
161,Diogo Gonçalves,0.6,1.4,3.2,0.09,0.21,0.6,0.3,2023-2024,26,pt POR,FC Copenhagen,dk Danish Superliga,22,1247,13.9,14,8,8,0.6,0.1,0.7,0.3,0.3,0.3,0.0,0.6,0.3,0.0,3.2,0.09,0.21,1.4,42.2,,MF,f4b52308
162,Mohammed Fuseini,0.7,1.7,4.8,0.15,0.43,0.4,0.4,2023-2024,21,gh GHA,2 Teams,2 Comps,26,1240,13.8,14,12,2,0.7,0.1,0.8,0.7,0.0,0.0,0.0,0.4,0.4,0.0,4.8,0.15,0.43,1.7,34.8,,FW,f360f047
163,Pierre-Yves Hamel,0.6,1.1,2.6,0.22,0.53,0.6,0.4,2023-2024,29,fr FRA,Paris FC,fr Ligue 2,21,1240,13.8,15,6,1,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.6,0.4,0.0,2.6,0.22,0.53,1.1,41.7,,FW,a99da9ec
164,Darío Osorio,0.6,1.3,3.1,0.17,0.39,1.0,1.0,2023-2024,19,cl CHI,Midtjylland,dk Danish Superliga,23,1237,13.7,15,8,2,0.6,0.1,0.7,0.5,0.1,0.1,0.0,1.0,1.0,0.0,3.1,0.17,0.39,1.3,42.9,,MF,2e1e3952
165,Dennis Eckert,0.6,1.4,3.6,0.10,0.26,0.4,0.2,2023-2024,26,de GER,Union SG,be Belgian Pro League,31,1235,13.7,15,16,5,0.6,0.1,0.7,0.4,0.2,0.2,0.0,0.4,0.2,0.0,3.6,0.10,0.26,1.4,38.8,,FW,7f8fb807
166,Jean-Pierre Nsame,0.7,1.6,3.3,0.18,0.36,0.3,0.0,2023-2024,30,cm CMR,2 Teams,2 Comps,26,1218,13.5,13,13,10,0.7,0.1,0.8,0.6,0.1,0.1,0.1,0.3,0.0,0.0,3.3,0.18,0.36,1.6,48.9,,FW,12e6d21a
167,Timur Suleimanov,0.6,1.0,2.6,0.23,0.57,0.8,0.4,2023-2024,23,ru RUS,2 Teams,ru Russian Premier League,29,1216,13.5,12,17,1,0.6,0.1,0.7,0.6,0.0,0.1,0.1,0.8,0.4,0.0,2.6,0.23,0.57,1.0,40.0,,FW,63b0a342
168,Aaron Connolly,0.6,1.3,3.0,0.20,0.44,0.2,0.2,2023-2024,23,ie IRL,Hull City,eng Championship,28,1215,13.5,13,15,10,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.2,0.2,0.0,3.0,0.20,0.44,1.3,43.9,,FW,27c01749
169,Diego Maurício,0.8,1.3,3.0,0.18,0.41,0.5,0.2,2023-2024,32,br BRA,Odisha,in Indian Super League,20,1191,13.2,14,6,0,0.8,0.1,0.8,0.5,0.2,0.3,0.1,0.5,0.2,0.0,3.0,0.18,0.41,1.3,42.5,,FW,642d10c4
